Tmin,Rainfall,RH,Solar,Wind,Tmax,Discharge
14.4,0,0.09,29.89,5.31,32.2,151.40
15.6,1.8,0.06,29.39,4.58,34.4,142.30
17.8,3,0.10,21.70,5.02,35.6,140.00
18.9,0,0.12,28.83,4.45,37.8,157.00
18.9,0,0.15,28.72,4.45,34.4,169.50
18.9,0,0.12,29.09,4.76,35.6,166.10
17.8,0,0.08,30.16,5.58,35.4,159.30
16.7,0,0.06,30.08,6.67,34.4,154.80
16.7,0,0.07,28.67,5.53,33.3,144.80
17.8,0,0.06,30.21,6.24,34.4,150.80
20.0,0,0.06,30.73,5.51,36.7,162.70
21.1,0,0.07,30.18,6.12,36.7,200.10
21.1,0,0.08,29.61,6.54,35.6,235.30
22.2,0,0.10,29.78,5.74,38.9,234.10
23.3,0,0.09,29.78,4.49,36.7,220.50
20.0,0,0.12,29.88,3.81,37.8,217.70
21.1,0,0.08,30.31,4.73,38.9,209.20
21.7,0,0.14,29.37,3.88,39.4,220.00
21.1,0,0.14,29.26,4.15,38.9,236.40
23.3,0,0.20,29.16,4.58,40.6,252.30
23.9,0,0.18,29.56,4.80,41.7,278.30
22.2,0,0.13,29.93,4.19,41.1,276.10
14.4,0,0.13,30.02,4.44,28.9,345.80
14.4,0,0.14,29.62,4.96,23.3,425.20
17.8,0,0.18,28.58,4.64,33.3,310.70
20.0,0,0.11,29.88,4.82,37.8,259.10
18.9,0,0.10,30.35,4.82,35.6,243.20
18.9,0,0.10,30.52,4.69,36.1,234.10
20.0,0,0.07,30.82,4.81,37.8,251.10
22.2,0,0.14,29.79,4.11,38.9,268.70
22.2,0,0.12,29.79,4.41,40.0,270.40
21.1,0,0.10,29.46,4.77,40.0,308.40
21.1,0,0.09,29.93,4.03,40.6,398.20
23.2,0,0.13,30.07,5.03,41.1,467.00
24.4,0,0.13,29.82,4.95,41.7,458.50
23.3,0,0.10,30.39,5.28,41.7,461.30
23.3,0,0.12,29.74,4.39,41.1,543.50
24.4,0,0.16,28.36,4.34,42.2,604.50
24.4,0,0.11,30.10,4.80,42.2,671.10
24.4,0,0.23,22.87,4.69,42.2,718.50
25.6,0,0.24,29.07,5.08,42.2,792.90
26.7,0,0.16,29.54,4.81,42.2,850.30
22.2,0,0.13,30.24,3.97,42.2,948.80
25.6,0,0.20,29.57,3.74,41.1,1097.60
23.3,0,0.26,25.60,3.27,40.0,1187.60
24.4,0,0.21,28.73,3.16,37.8,1220.20
24.4,0.2,0.46,24.90,2.39,40.0,1087.00
22.2,36,0.56,27.81,1.79,37.8,846.10
23.9,18.4,0.62,27.11,2.16,37.2,678.10
23.3,0,0.41,21.82,2.45,37.8,586.00
25.0,0,0.32,25.72,3.21,37.2,592.40
25.6,0,0.21,28.86,4.22,38.9,686.60
27.8,0,0.19,29.34,3.77,40.0,758.20
24.4,0,0.18,29.47,3.70,36.7,779.50
23.3,0,0.23,27.75,2.98,34.4,773.10
21.1,0,0.24,28.56,3.77,35.6,756.80
21.1,0,0.17,29.68,4.30,32.2,673.90
22.2,0,0.13,30.07,4.39,30.6,597.40
21.1,0,0.15,29.94,4.16,33.3,581.10
23.3,0,0.15,29.76,4.46,33.3,664.70
22.2,0,0.15,29.60,4.31,33.9,729.20
23.3,0,0.15,29.80,4.54,35.6,672.50
24.4,0,0.15,29.36,4.07,33.3,756.80
25.6,0,0.14,29.40,4.38,36.7,807.80
24.4,0,0.13,29.72,4.05,36.7,857.40
25.6,0,0.14,29.56,4.18,36.7,972.20
26.7,0,0.16,29.14,3.83,36.1,1107.60
26.7,4.6,0.19,28.48,3.10,37.8,1209.60
27.2,0,0.32,28.22,2.46,38.3,1252.10
27.8,0,0.31,27.06,3.30,36.7,1294.60
27.8,0,0.29,28.13,3.56,40.0,1276.90
26.7,0,0.30,27.22,3.30,41.1,1153.60
26.7,0,0.43,21.86,2.34,38.9,1034.60
25.6,0,0.39,26.97,3.10,35.6,1020.40
25.6,0,0.29,28.10,3.67,37.8,1017.60
23.3,0,0.37,27.03,3.53,36.7,979.30
22.2,0,0.42,25.69,2.70,30.0,870.90
24.4,0,0.39,23.51,3.06,34.4,794.40
24.4,0,0.29,27.11,3.51,36.7,678.10
26.7,0,0.24,27.12,3.64,38.9,637.10
23.3,8.8,0.24,25.94,3.81,36.7,711.50
27.8,2.2,0.21,27.47,3.91,37.8,869.50
26.7,0,0.19,27.82,2.99,37.8,1072.80
23.3,1.4,0.18,26.50,3.47,34.4,1063.60
26.7,0,0.30,27.30,2.55,35.6,1116.80
26.7,0,0.44,18.29,1.81,33.9,1088.40
26.7,0,0.38,21.95,2.07,32.8,1091.30
22.2,0,0.43,22.30,2.35,34.4,1074.30
26.7,0,0.40,22.75,2.71,35.6,1030.30
26.7,6.2,0.40,21.27,2.47,35.0,1004.10
24.4,0,0.49,23.77,2.27,36.7,1051.60
26.7,0,0.54,20.42,2.15,34.4,1193.30
24.4,0,0.49,24.86,2.01,33.3,1249.30
23.3,0,0.65,22.90,2.25,33.3,1101.20
25.6,0,0.85,2.17,3.00,33.3,885.10
25.6,0.6,0.77,7.15,1.98,32.2,836.90
26.7,0,0.55,25.90,2.95,34.4,878.70
26.7,0,0.38,26.51,3.32,35.6,894.30
20.0,0.6,0.33,26.57,3.79,38.9,894.30
20.0,2.4,0.43,25.74,2.57,38.9,932.50
20.0,0,0.49,25.66,2.94,37.8,886.50
21.1,14.8,0.34,25.90,3.57,38.9,884.40
20.6,0,0.55,24.66,2.49,38.3,880.10
19.4,0,0.67,24.55,1.82,39.4,867.30
20.6,0,0.72,24.12,1.82,38.3,887.90
21.1,0,0.70,18.85,1.59,37.8,923.30
21.1,0,0.62,20.53,1.87,36.7,919.80
20.0,21.6,0.63,22.06,1.59,35.6,912.70
21.1,0.8,0.66,22.62,2.26,36.7,935.40
19.4,0.8,0.66,17.49,2.21,36.1,929.70
17.8,21.4,0.50,22.33,1.87,33.3,899.90
16.7,0,0.52,23.77,2.32,34.4,848.20
17.8,78.4,0.70,23.60,1.68,35.6,775.20
17.8,0,0.66,15.82,2.81,35.6,785.10
18.9,0,0.44,22.79,2.80,34.4,721.40
18.9,39.4,0.46,22.98,2.95,35.6,736.30
21.1,0.6,0.24,24.59,3.19,36.7,736.30
23.3,41.4,0.25,24.74,3.61,36.7,729.20
20.0,10.2,0.32,23.95,2.36,37.8,703.70
18.9,0,0.61,2.70,2.07,36.7,693.00
18.9,0,0.41,22.32,3.07,37.8,704.40
20.0,0,0.35,22.34,2.76,37.8,732.00
20.0,0,0.26,21.45,3.09,36.7,790.10
20.0,0,0.29,23.03,2.73,34.4,862.40
20.0,0,0.67,4.44,2.08,30.0,827.70
18.9,0,0.78,2.70,1.94,34.4,867.30
20.0,0,0.61,13.50,2.80,35.6,873.70
21.1,0,0.68,21.95,2.49,37.6,1008.40
20.0,0,0.64,22.15,2.32,33.3,1080.60
21.1,0,0.45,21.92,3.11,36.7,1093.40
20.0,2.2,0.36,22.30,3.75,37.8,1072.10
20.0,0.2,0.32,22.25,4.23,33.3,1051.60
18.9,0,0.28,22.38,4.62,32.2,1182.70
17.8,17.8,0.28,22.40,3.48,23.3,1468.00
16.7,3.8,0.38,21.70,3.27,32.2,1163.50
17.8,20.8,0.30,21.62,3.96,34.4,941.00
16.7,13,0.18,22.13,4.65,34.4,835.50
18.9,0,0.25,21.36,4.98,35.6,771.70
18.9,7.4,0.27,21.69,4.73,35.6,744.00
18.9,0,0.19,21.98,4.60,34.4,687.40
17.8,0.2,0.21,21.43,4.45,36.7,680.30
18.9,0,0.17,21.69,4.45,32.2,678.90
17.8,0,0.14,21.82,4.36,33.3,729.90
18.9,0,0.14,22.04,4.30,31.1,851.80
17.8,0,0.14,21.71,4.38,31.1,853.20
18.3,0,0.14,21.69,4.28,33.9,941.80
18.9,0,0.14,21.33,4.31,32.2,1003.40
18.9,0,0.15,21.15,4.26,31.1,1016.90
18.9,3.4,0.16,20.58,4.10,27.8,1024.00
17.8,3.2,0.23,20.14,3.93,28.9,927.60
17.8,0,0.25,19.68,3.61,33.3,913.40
18.9,33.2,0.27,19.57,3.42,33.3,861.00
17.8,0,0.25,19.24,3.80,32.2,794.40
16.7,0,0.29,19.28,3.71,33.3,771.70
16.7,0,0.38,18.70,3.03,31.1,692.30
14.4,12.2,0.29,18.70,3.39,25.6,585.30
16.7,1,0.29,18.63,3.51,30.6,533.60
16.7,6,0.29,18.92,3.31,32.2,510.20
15.6,41.2,0.25,18.87,3.73,27.8,573.30
15.6,14.4,0.17,18.65,4.61,26.7,517.30
16.7,0,0.28,18.51,4.16,25.6,496.70
15.6,0,0.19,18.59,4.79,26.7,447.10
16.7,0,0.16,18.30,5.17,33.3,469.10
15.6,0,0.17,17.67,4.95,23.3,737.00
15.6,0,0.24,14.74,4.58,25.6,693.00
16.7,0,0.24,18.00,3.44,32.2,641.30
17.2,1.2,0.16,18.06,3.72,31.7,599.50
15.6,16,0.16,18.12,4.73,32.2,562.60
14.4,2.6,0.16,17.90,4.59,28.9,515.20
16.1,0,0.15,17.77,4.67,31.7,456.30
14.4,0,0.14,17.80,4.82,33.3,417.40
15.0,6.8,0.14,17.24,4.95,33.9,395.40
14.4,4.4,0.14,17.13,5.14,28.9,374.10
14.4,33.2,0.15,17.06,4.75,34.4,350.80
16.1,27.6,0.21,16.93,4.87,32.8,334.50
16.7,0,0.20,16.72,4.96,34.4,319.60
13.3,0.4,0.16,16.97,3.86,33.3,316.30
14.4,5,0.16,16.43,4.15,28.9,311.20
14.4,32.2,0.17,16.24,4.33,33.3,301.60
13.3,0.6,0.24,14.38,3.69,34.4,289.70
13.3,41.8,0.22,15.29,4.45,36.7,285.10
13.3,0,0.17,15.56,4.04,35.6,277.20
13.3,0,0.18,14.13,3.34,36.1,274.90
13.3,29.2,0.17,15.31,3.71,35.0,271.50
14.4,11.4,0.15,15.47,3.10,35.6,265.90
14.4,0,0.28,11.28,3.08,36.7,259.10
15.6,3,0.24,15.15,3.64,36.7,252.80
15.6,5.2,0.23,15.56,4.16,33.9,244.30
13.3,49.2,0.19,15.84,3.48,34.4,240.40
13.3,9.2,0.18,15.55,4.04,33.3,235.30
15.6,0,0.13,15.49,4.27,32.2,235.30
15.6,0,0.07,15.47,4.58,31.1,233.00
16.7,1.2,0.15,14.86,4.45,26.7,229.60
14.4,19.8,0.14,15.23,4.05,22.2,229.60
14.4,0,0.13,15.33,3.21,25.6,220.00
13.3,0,0.11,14.91,3.72,27.8,217.70
13.3,0,0.08,14.72,4.14,32.2,212.20
15.6,8,0.13,9.33,3.86,32.2,204.50
15.6,0,0.13,14.89,4.21,31.1,199.80
14.4,0,0.14,14.89,3.38,30.0,199.40
16.7,0,0.08,14.82,3.20,30.0,195.60
17.8,0.2,0.08,14.54,3.58,31.1,195.60
16.7,0,0.04,14.85,3.99,31.1,195.20
14.4,0,0.09,14.64,3.55,31.1,187.50
11.1,0,0.12,14.53,3.43,28.9,178.60
11.1,0,0.10,13.83,3.16,27.8,175.20
11.1,0,0.11,14.13,3.29,27.8,174.30
12.2,0,0.14,13.65,3.35,31.1,170.90
11.1,0,0.16,10.31,3.91,28.9,169.80
12.2,0,0.16,13.70,3.90,31.1,167.20
11.1,0,0.17,13.82,3.42,30.0,167.00
14.4,0,0.07,14.06,3.80,30.0,164.10
14.4,0,0.11,14.27,3.96,28.9,161.30
14.4,0,0.10,13.20,3.20,31.1,158.40
11.1,0,0.15,11.53,3.23,30.0,155.90
14.4,0,0.18,12.87,3.13,31.1,155.60
14.4,0,0.20,8.91,3.78,30.0,151.10
13.3,0,0.20,12.79,4.08,29.4,150.20
13.3,12,0.15,12.39,4.29,24.4,148.50
13.3,0,0.26,4.56,5.14,27.8,147.40
14.4,0,0.11,13.24,5.35,29.4,147.40
13.3,0,0.14,13.18,4.87,27.8,147.10
13.3,0,0.24,8.98,4.69,30.0,144.60
13.3,0,0.20,12.87,5.33,28.9,144.60
12.2,0,0.12,13.50,4.52,24.4,144.60
11.1,0,0.11,13.75,3.70,24.4,144.60
10.0,0,0.20,12.08,3.15,25.6,144.60
10.0,0,0.46,5.47,3.18,26.7,143.10
10.0,0,0.31,12.94,2.87,25.6,142.90
11.1,0,0.24,12.34,3.21,24.4,141.70
10.0,0,0.15,13.50,4.01,25.6,141.40
8.9,0,0.06,13.73,4.40,24.4,138.90
10.0,0,0.09,13.97,3.79,27.8,138.90
10.0,0,0.18,13.61,2.66,27.8,137.50
11.1,0,0.23,0.07,2.81,26.7,137.50
12.2,0,0.28,13.62,3.03,27.8,137.20
10.0,0,0.25,13.72,3.08,24.4,136.10
10.0,0,0.17,13.50,3.53,26.7,138.30
8.9,0,0.16,14.20,3.52,26.7,133.80
9.4,0,0.16,14.03,2.97,26.7,133.20
10.0,0,0.17,14.03,2.72,25.6,132.40
8.9,0,0.09,14.11,3.79,27.8,131.80
8.9,0,0.07,14.46,3.68,26.7,131.80
8.9,0,0.08,14.43,3.57,26.7,131.50
7.8,0,0.10,14.48,4.20,25.6,129.50
8.9,0,0.09,14.49,4.18,25.6,128.70
11.1,0,0.18,14.33,5.00,23.3,127.30
8.9,0,0.22,14.54,4.43,21.1,125.00
8.9,0,0.25,14.48,3.86,25.6,122.20
7.8,0,0.26,14.47,3.28,24.4,122.40
7.8,0,0.25,14.42,3.41,23.3,121.00
8.9,0,0.32,13.62,2.92,24.4,120.20
6.7,0,0.27,12.40,2.73,23.3,119.00
8.9,0,0.27,14.69,2.93,22.2,119.00
7.8,0,0.20,15.22,3.57,23.3,119.00
9.4,0,0.16,13.45,3.83,25.0,119.00
7.8,0,0.13,15.13,4.75,23.3,118.20
6.7,0,0.14,15.12,4.96,23.3,116.20
10.0,0,0.12,15.36,4.44,26.7,115.90
10.0,0,0.17,13.81,5.63,25.6,114.80
8.9,0,0.19,14.13,5.30,24.4,113.10
8.9,0,0.43,9.28,2.59,21.1,111.70
8.9,0,0.63,3.62,3.97,24.4,110.30
7.8,0,0.27,14.87,3.17,24.4,108.80
6.7,0,0.66,3.26,3.99,25.6,107.40
8.3,0,0.79,2.25,2.64,21.7,106.00
7.8,0,0.61,2.46,3.57,17.8,104.60
7.8,0,0.33,14.78,3.57,22.2,103.20
6.7,0,0.29,16.42,3.85,20.0,85.00
5.6,0,0.25,16.92,3.84,21.1,76.50
5.6,0,0.31,16.83,3.77,22.2,76.50
6.7,0,0.29,12.36,3.63,22.8,76.50
7.8,0,0.33,15.94,3.62,20.0,85.00
4.4,0,0.23,16.38,4.02,12.0,86.50
5.6,0,0.23,17.14,4.09,18.9,87.90
6.7,0,0.20,17.45,4.52,21.1,87.90
6.7,0,0.19,17.54,4.29,20.0,87.90
6.7,0,0.24,14.57,5.16,21.1,87.90
5.6,0,0.25,16.85,5.59,23.3,87.90
3.3,0,0.21,17.85,4.28,22.2,87.90
3.3,0,0.25,15.55,4.41,21.7,87.90
4.4,0,0.66,5.26,5.83,23.3,87.90
4.4,0,0.78,3.72,5.23,22.2,87.90
4.4,0,0.86,0.92,5.57,22.8,87.90
5.6,0,0.81,1.46,4.36,23.3,87.90
5.6,0,0.38,16.38,4.00,23.9,87.60
5.6,0,0.36,18.87,4.44,22.2,83.90
5.6,0,0.31,18.66,5.09,24.4,83.30
4.4,0,0.43,12.92,4.39,22.2,82.20
6.7,0,0.28,18.63,5.30,23.3,82.20
5.6,0,0.28,18.77,5.47,22.2,82.20
4.4,0,0.31,17.97,5.47,22.2,82.20
5.6,0,0.34,18.25,6.33,23.3,82.20
4.4,0,0.38,13.69,5.43,21.1,82.20
3.9,0,0.71,7.72,6.69,21.7,82.20
5.6,0,0.70,16.78,4.95,23.3,82.20
7.2,0,0.47,17.87,3.79,25.0,82.20
10.0,0,0.28,21.06,4.23,25.6,82.20
6.7,1.6,0.21,21.14,4.85,25.6,82.20
7.8,0,0.18,21.27,5.59,26.7,82.20
8.9,0,0.22,21.50,4.91,22.2,84.20
7.8,0,0.19,18.76,4.36,15.6,90.70
3.9,0,0.29,15.38,6.11,21.7,90.70
8.9,0,0.31,13.60,6.10,21.1,93.50
8.9,0,0.21,21.39,4.56,15.6,93.50
8.3,0,0.20,21.38,4.58,17.8,90.70
8.9,0,0.20,20.97,4.48,21.1,90.70
7.8,0,0.29,15.76,4.76,23.3,90.70
7.8,0,0.16,20.04,7.06,24.4,90.70
8.9,0,0.25,12.26,6.85,25.6,90.70
7.8,0,0.19,21.97,5.11,23.9,87.00
8.9,0,0.14,22.20,4.33,22.2,85.00
8.9,0,0.21,22.57,5.48,21.1,85.00
7.8,0,0.24,22.77,5.16,21.1,85.00
8.3,0,0.18,22.85,5.28,22.8,85.00
8.9,0,0.18,21.19,5.26,21.1,85.00
7.8,0,0.24,21.31,5.55,22.2,83.30
7.8,0,0.21,22.74,5.16,22.2,81.90
7.2,0,0.25,20.86,4.28,23.9,80.80
7.8,0,0.23,23.19,4.45,23.3,80.80
8.9,0,0.19,24.03,4.34,21.1,80.80
6.7,0,0.26,16.74,5.58,21.1,84.50
6.7,0,0.37,10.48,6.07,18.9,96.70
5.6,0,0.28,17.91,4.94,16.7,96.70
6.7,0,0.21,24.29,5.84,18.9,87.90
6.7,6.2,0.18,24.51,6.15,20.0,88.20
10.0,12.2,0.16,23.85,7.46,25.6,94.10
8.9,0,0.21,20.97,7.65,23.3,99.20
11.1,6.4,0.30,11.52,7.72,25.6,99.20
11.1,13.2,0.15,25.32,4.78,26.7,99.20
13.3,0.6,0.11,25.80,5.37,21.8,98.60
15.6,0,0.16,25.83,5.09,28.9,94.10
12.2,0,0.14,25.98,4.97,28.9,104.90
12.2,0,0.14,25.83,5.23,21.1,133.50
13.3,0,0.13,25.57,6.13,25.6,134.40
6.7,0,0.18,25.30,6.03,21.1,121.00
6.7,0,0.16,25.46,5.91,20.0,112.80
6.7,0,0.19,24.93,6.20,23.9,104.90
7.8,0,0.18,23.03,5.80,25.0,106.00
8.9,0,0.37,22.42,6.35,25.0,110.00
10.0,0,0.30,22.37,4.37,25.6,104.90
13.3,0,0.13,26.88,5.44,26.7,104.60
13.3,0,0.10,23.76,5.20,24.4,104.30
12.8,0,0.40,12.48,6.96,27.2,107.70
11.1,0,0.18,23.13,5.14,25.6,104.90
12.2,0,0.13,27.63,5.27,27.2,102.90
12.2,9.4,0.14,27.62,4.89,26.7,102.00
13.3,31.6,0.15,27.45,5.03,28.9,102.00
12.2,3,0.16,25.05,5.28,28.9,102.30
13.3,0,0.10,26.27,5.29,26.7,104.90
12.2,0,0.32,19.03,5.73,25.6,102.00
11.7,0,0.49,7.27,4.81,28.3,102.00
12.2,0,0.32,23.27,4.17,27.8,102.30
12.8,1.4,0.28,26.32,3.47,27.2,110.30
13.3,0,0.24,27.51,4.11,29.4,119.90
14.4,0,0.19,26.69,6.18,31.2,125.30
16.7,0,0.29,19.91,6.44,32.2,133.50
14.4,,0.20,21.18,4.66,27.8,141.20
12.2,31.4,0.14,28.42,4.95,28.9,145.00
13.3,18.6,0.08,29.22,6.80,29.4,145.40
14.4,9.8,0.10,28.36,6.65,30.0,167.10
14.4,0,0.11,28.85,6.34,28.9,187.10
13.3,0,0.11,28.65,6.39,26.7,170.50
14.4,0,0.12,28.91,5.88,31.1,148.80
15.6,0,0.13,27.05,6.41,31.1,150.50
16.7,0,0.09,28.87,6.21,33.3,149.20
17.8,0,0.16,27.04,6.08,26.7,144.60
15.6,0,0.13,21.94,6.11,31.1,142.90
16.7,0,0.09,28.68,5.41,30.0,128.40
16.7,0,0.14,28.97,5.90,32.2,136.50
16.7,0.6,0.10,29.99,5.58,33.9,142.90
17.8,0,0.08,29.97,6.41,32.2,169.20
18.9,0,0.10,29.72,6.47,33.9,191.30
20.0,0,0.10,28.17,6.51,35.6,192.20
21.1,4,0.12,29.27,6.23,35.6,201.50
21.1,0,0.14,24.45,6.70,36.7,222.80
21.1,0,0.16,26.51,5.56,36.7,258.50
22.2,0,0.17,27.59,4.52,37.2,254.50
18.9,0,0.18,28.49,5.39,35.6,251.10
20.0,0,0.18,22.61,4.89,34.4,258.50
18.9,0,0.19,28.16,4.76,35.6,221.70
20.0,0,0.11,29.73,6.16,34.4,233.00
13.9,0,0.08,29.96,6.00,28.9,263.00
16.7,2.2,0.10,29.99,5.89,36.7,250.00
17.8,0,0.13,30.32,5.61,33.3,219.40
18.9,0,0.11,30.01,5.46,35.6,211.30
19.4,0,0.12,29.57,5.58,37.2,267.60
22.2,3.2,0.13,30.15,5.23,38.9,339.40
23.3,7,0.12,30.17,5.93,38.9,411.70
13.3,0,0.11,29.30,6.24,29.4,369.20
10.0,0,0.08,30.81,5.60,25.6,328.10
17.8,0,0.08,30.95,5.30,32.2,268.70
20.0,0,0.09,30.61,5.01,25.6,251.70
21.1,4.4,0.11,30.19,4.38,36.7,347.90
24.4,0,0.13,28.67,4.53,36.7,420.20
24.4,0,0.17,29.33,5.07,37.2,309.50
20.0,0,0.14,29.34,4.83,32.2,285.10
17.8,0,0.13,29.64,5.03,32.2,257.90
17.8,0,0.11,30.28,5.44,33.3,276.10
20.0,0,0.12,30.07,5.45,35.3,289.70
20.0,0,0.12,29.90,5.44,35.6,348.60
20.0,0,0.12,29.92,5.04,36.7,399.00
21.7,0,0.13,29.66,4.07,37.2,488.90
18.9,0,0.14,25.82,3.11,37.8,617.90
18.9,2.2,0.30,21.04,2.71,38.9,644.10
24.4,0,0.37,27.88,2.87,39.4,676.00
21.1,0,0.33,25.88,3.61,36.7,550.60
22.2,0,0.20,28.89,4.21,38.3,507.40
22.2,15.8,0.19,28.17,3.46,37.8,605.20
23.3,0,0.26,29.01,3.97,38.9,727.70
22.2,0,0.33,28.91,2.98,37.8,807.10
24.4,0,0.36,28.35,3.04,40.0,837.60
26.7,0,0.24,28.60,4.08,41.1,883.60
26.1,0,0.21,29.10,4.49,40.6,929.70
26.7,0,0.15,29.34,4.19,42.2,1006.20
18.9,0,0.17,29.28,4.34,38.9,948.80
21.1,2.2,0.16,29.37,3.92,34.4,880.80
22.2,0,0.25,28.40,3.12,35.6,841.10
22.2,0,0.32,28.96,3.20,36.7,828.40
22.8,0,0.43,27.63,2.67,37.2,819.20
18.9,0,0.58,19.01,2.12,38.9,867.30
23.3,0,0.61,21.64,2.15,40.0,812.10
22.8,0,0.56,10.57,2.44,39.4,774.50
24.4,0,0.55,26.56,2.70,40.0,928.30
25.0,0,0.46,28.29,2.37,41.7,1178.40
27.8,0,0.55,22.09,2.19,42.2,1189.10
26.7,0,0.58,25.79,2.33,42.2,1228.00
26.7,0,0.57,27.51,2.94,43.3,1341.40
24.4,0,0.49,27.53,2.73,43.3,1183.40
26.7,0,0.59,27.73,2.76,42.2,1159.30
26.7,0,0.58,25.05,2.39,42.8,1257.10
27.8,0,0.68,23.33,1.83,42.2,1355.60
26.7,0,0.80,6.90,2.19,38.9,1427.90
30.0,0,0.77,7.22,1.61,40.0,1402.50
18.9,0,0.69,25.42,1.76,37.8,1245.70
24.4,0,0.71,25.28,2.52,37.8,1207.50
26.7,0,0.69,20.13,2.56,38.9,1152.90
26.7,0,0.67,25.51,2.04,40.0,1056.50
26.7,0,0.68,13.52,2.16,41.1,1045.90
23.3,0,0.57,16.71,2.34,41.1,1076.40
24.4,0,0.64,26.50,2.85,38.9,1061.50
18.9,12.5,0.64,27.01,3.04,36.7,1087.00
22.2,0,0.63,22.46,2.74,35.6,1090.60
23.3,0,0.74,10.56,2.04,32.2,951.70
22.2,0,0.73,22.71,1.37,36.7,841.10
21.1,0,0.74,26.49,1.97,37.8,843.30
24.4,0,0.78,19.69,2.15,38.9,866.60
21.1,0,0.83,10.19,2.09,33.3,876.60
22.2,0,0.82,17.34,1.46,36.7,909.20
25.6,0,0.82,2.04,2.91,35.6,1043.80
21.1,0,0.72,15.33,1.97,36.7,1112.50
21.1,0,0.76,17.11,2.01,32.2,1048.80
23.3,0,0.72,25.26,2.20,34.4,1041.70
22.2,0,0.72,24.69,2.13,35.6,1054.40
22.8,3.4,0.67,25.59,3.01,32.2,924.70
20.0,0,0.55,25.95,2.83,36.7,958.80
21.1,0,0.52,26.30,3.28,35.0,1006.20
25.6,0,0.56,25.20,2.48,35.6,1123.90
22.2,0,0.61,10.53,2.27,34.4,1270.50
22.2,0,0.46,25.79,2.80,30.0,1027.50
23.3,22.8,0.54,11.76,1.74,33.9,972.20
23.9,0,0.65,4.04,1.93,32.2,921.20
24.4,0,0.74,23.65,1.74,34.4,953.10
21.1,0,0.72,24.96,1.94,33.3,907.00
21.1,0,0.63,24.97,2.73,31.1,812.80
21.1,0,0.78,4.98,2.30,32.2,857.40
22.2,16.4,0.55,24.48,2.89,34.4,1099.10
21.1,54.6,0.51,25.55,2.74,33.3,894.30
20.0,0,0.41,25.62,3.23,32.2,893.60
23.3,0,0.58,24.49,2.09,31.1,1058.00
21.1,5.5,0.74,21.61,1.85,33.3,1057.30
20.0,0,0.69,24.48,2.13,33.3,931.80
23.3,1.6,0.78,23.36,2.32,31.1,896.40
20.0,1,0.74,17.77,1.76,32.2,963.70
22.2,0,0.71,22.54,2.14,34.4,1030.30
22.2,0,0.79,20.62,1.84,34.4,949.50
24.4,34.4,0.74,23.66,1.91,32.2,983.60
20.0,40.4,0.74,23.37,2.05,33.3,1014.70
22.2,0,0.65,23.99,2.87,34.4,931.80
21.1,7.9,0.76,21.83,2.60,35.6,972.20
20.0,0,0.68,22.28,2.16,32.2,1145.10
22.2,31.4,0.70,23.55,2.43,35.6,1060.80
23.3,0,0.57,23.58,2.89,32.2,1062.90
23.3,0.6,0.65,23.05,2.15,32.2,941.00
23.3,80.2,0.78,8.35,1.68,34.4,972.20
23.3,1.8,0.76,14.70,1.85,28.9,1088.40
23.3,0,0.65,21.25,2.26,31.1,1218.10
22.2,0,0.72,6.09,2.37,33.3,1348.50
22.2,0,0.71,3.45,1.90,30.0,1153.60
23.3,12.9,0.62,3.52,2.24,32.2,1186.90
24.4,60.2,0.52,22.59,2.79,33.9,1071.40
23.3,2,0.53,22.78,2.71,33.3,970.80
23.3,18.8,0.52,22.57,2.68,34.4,1122.40
23.9,61.6,0.60,22.46,2.52,34.4,1054.40
23.3,14,0.64,22.26,2.79,35.6,999.10
23.3,0,0.61,22.15,2.43,32.2,884.40
22.2,4.2,0.46,21.96,3.25,33.3,816.30
21.1,4,0.58,21.83,1.95,33.9,836.20
20.0,3.1,0.68,21.49,1.65,33.3,850.30
21.1,0,0.69,21.14,2.11,34.4,846.80
23.3,12.3,0.63,21.19,2.61,32.2,786.60
23.3,3.5,0.40,21.28,3.10,33.3,767.40
24.4,0,0.30,21.33,3.50,34.4,822.00
22.2,175.8,0.21,21.99,4.34,31.1,931.10
22.8,0,0.17,21.90,4.52,29.4,791.50
21.1,5.2,0.24,21.73,3.50,32.2,728.50
21.1,27.8,0.24,21.24,4.16,34.4,600.20
22.2,0,0.13,21.84,4.74,33.3,642.00
21.1,17.2,0.13,22.04,4.28,33.9,694.40
23.3,3.6,0.14,21.82,4.70,33.3,690.90
24.4,62.5,0.14,21.61,4.14,32.2,736.30
21.1,13.9,0.20,21.21,3.83,32.2,941.80
22.2,0,0.21,20.91,3.44,31.1,846.80
22.2,5.8,0.24,20.64,3.22,32.2,836.90
24.4,10.4,0.20,20.37,3.82,33.3,845.40
23.3,27.6,0.20,20.36,4.05,31.1,815.60
23.3,0,0.17,19.69,5.17,32.2,749.00
24.4,0,0.11,20.52,5.01,33.3,764.60
22.2,2,0.09,20.31,4.39,32.2,808.50
21.1,0,0.12,20.54,4.39,30.0,696.60
21.1,1.2,0.12,20.51,4.43,31.1,658.30
22.2,0,0.11,20.21,4.77,33.3,641.30
21.1,0.5,0.10,19.89,3.91,32.2,605.90
20.6,35.6,0.10,19.46,3.65,31.7,598.80
22.2,14.3,0.17,19.38,3.68,33.3,593.10
